Timestamp,MAC_Address,Frame_Number,RSSI,Data_Size,Raw_Hex_Data
2025-11-17 17:43:57.831,EC:69:0B:19:32:8E,11,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF A4 18 00 00 0A 00 26 01 E3 0D 87 00 00 00 00 00 00 00 00 00"
2025-11-17 17:43:59.836,EC:69:0B:19:32:8E,12,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF A6 18 00 00 0A 00 26 01 A6 0E 0A 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:00.856,EC:69:0B:19:32:8E,13,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF A7 18 00 00 0A 00 26 01 BC 0E 29 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:02.842,EC:69:0B:19:32:8E,14,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF A9 18 00 00 0A 00 26 01 B5 0E 24 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:03.844,EC:69:0B:19:32:8E,15,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF AA 18 00 00 0A 00 26 01 C2 0E 33 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:04.851,EC:69:0B:19:32:8E,16,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF AB 18 00 00 0A 00 26 01 97 0E 28 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:05.861,EC:69:0B:19:32:8E,17,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF AC 18 00 00 0A 00 26 01 5B 0E 46 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:06.867,EC:69:0B:19:32:8E,18,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF AD 18 00 00 0A 00 27 01 75 0E 45 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:07.869,EC:69:0B:19:32:8E,19,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF AE 18 00 00 0A 00 26 01 69 0E 41 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:08.887,EC:69:0B:19:32:8E,20,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF AF 18 00 00 0A 00 27 01 31 0E 47 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:09.890,EC:69:0B:19:32:8E,21,-63,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B0 18 00 00 0A 00 27 01 45 0E 34 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:11.892,EC:69:0B:19:32:8E,22,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B2 18 00 00 0A 00 26 01 3B 0E 38 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:12.894,EC:69:0B:19:32:8E,23,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B3 18 00 00 0A 00 26 01 48 0E 3A 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:13.894,EC:69:0B:19:32:8E,24,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B4 18 00 00 0A 00 27 01 51 0E 3E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:15.907,EC:69:0B:19:32:8E,25,-62,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B6 18 00 00 0A 00 26 01 4A 0E 40 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:16.923,EC:69:0B:19:32:8E,26,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B7 18 00 00 0A 00 26 01 57 0E 39 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:17.923,EC:69:0B:19:32:8E,27,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B8 18 00 00 0A 00 26 01 63 0E 39 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:18.925,EC:69:0B:19:32:8E,28,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF B9 18 00 00 0A 00 27 01 4A 0E 30 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:19.923,EC:69:0B:19:32:8E,29,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF BA 18 00 00 0A 00 26 01 3F 0E 68 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:20.940,EC:69:0B:19:32:8E,30,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF BB 18 00 00 0A 00 26 01 1A 0E 2C 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:21.938,EC:69:0B:19:32:8E,31,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF BC 18 00 00 0A 00 26 01 27 0E 38 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:22.940,EC:69:0B:19:32:8E,32,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF BD 18 00 00 0A 00 27 01 4D 0E 7C 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:23.940,EC:69:0B:19:32:8E,33,-62,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF BE 18 00 00 0A 00 26 01 33 0E 76 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:24.942,EC:69:0B:19:32:8E,34,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF BF 18 00 00 0A 00 26 01 92 0E BA 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:25.946,EC:69:0B:19:32:8E,35,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C0 18 00 00 0A 00 26 01 9C 0E A9 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:26.956,EC:69:0B:19:32:8E,36,-63,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C1 18 00 00 0A 00 26 01 E0 0D FB 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:27.956,EC:69:0B:19:32:8E,37,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C2 18 00 00 0A 00 27 01 39 0E 9F 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:28.972,EC:69:0B:19:32:8E,38,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C3 18 00 00 0A 00 26 01 A9 0D 77 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:29.971,EC:69:0B:19:32:8E,39,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C4 18 00 00 0A 00 26 01 35 0E 5E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:30.990,EC:69:0B:19:32:8E,40,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C5 18 00 00 0A 00 26 01 45 0E 36 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:31.990,EC:69:0B:19:32:8E,41,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C6 18 00 00 0A 00 27 01 68 0E 6D 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:33.987,EC:69:0B:19:32:8E,42,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C8 18 00 00 0A 00 26 01 41 0E 81 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:35.007,EC:69:0B:19:32:8E,43,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF C9 18 00 00 0A 00 27 01 60 0E 8E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:36.005,EC:69:0B:19:32:8E,44,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF CA 18 00 00 0A 00 26 01 46 0E BD 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:37.006,EC:69:0B:19:32:8E,45,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF CB 18 00 00 0A 00 26 01 8F 0E 70 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:40.016,EC:69:0B:19:32:8E,46,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF CE 18 00 00 0A 00 26 01 31 0E 23 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:41.024,EC:69:0B:19:32:8E,47,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF CF 18 00 00 0A 00 26 01 28 0E 66 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:42.026,EC:69:0B:19:32:8E,48,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D0 18 00 00 0A 00 26 01 65 0E 41 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:43.023,EC:69:0B:19:32:8E,49,-63,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D1 18 00 00 0A 00 26 01 46 0E 54 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:44.027,EC:69:0B:19:32:8E,50,-63,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D2 18 00 00 0A 00 26 01 26 0E 3E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:45.032,EC:69:0B:19:32:8E,51,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D3 18 00 00 0A 00 26 01 2E 0E 48 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:46.038,EC:69:0B:19:32:8E,52,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D4 18 00 00 0A 00 26 01 4E 0E 40 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:47.040,EC:69:0B:19:32:8E,53,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D5 18 00 00 0A 00 25 01 60 0E 43 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:49.047,EC:69:0B:19:32:8E,54,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D7 18 00 00 0A 00 26 01 29 0E 7E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:50.060,EC:69:0B:19:32:8E,55,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D8 18 00 00 0A 00 26 01 0D 0D AD 01 00 00 00 00 00 00 00 00"
2025-11-17 17:44:51.073,EC:69:0B:19:32:8E,56,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF D9 18 00 00 0A 00 26 01 94 0E 62 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:52.074,EC:69:0B:19:32:8E,57,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF DA 18 00 00 0A 00 26 01 B7 0D D3 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:53.074,EC:69:0B:19:32:8E,58,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF DB 18 00 00 0A 00 26 01 79 0C 26 02 00 00 00 00 00 00 00 00"
2025-11-17 17:44:54.073,EC:69:0B:19:32:8E,59,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF DC 18 00 00 0A 00 25 01 C8 0E 34 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:56.079,EC:69:0B:19:32:8E,60,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF DE 18 00 00 0A 00 26 01 EC 0D E6 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:57.089,EC:69:0B:19:32:8E,61,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF DF 18 00 00 0A 00 25 01 8A 0D 31 01 00 00 00 00 00 00 00 00"
2025-11-17 17:44:58.090,EC:69:0B:19:32:8E,62,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E0 18 00 00 0A 00 25 01 46 0E A2 00 00 00 00 00 00 00 00 00"
2025-11-17 17:44:59.106,EC:69:0B:19:32:8E,63,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E1 18 00 00 0A 00 25 01 3E 0E F4 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:00.108,EC:69:0B:19:32:8E,64,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E2 18 00 00 0A 00 23 01 A9 0E 0A 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:02.105,EC:69:0B:19:32:8E,65,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E4 18 00 00 0A 00 1F 01 56 0E 3F 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:03.123,EC:69:0B:19:32:8E,66,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E5 18 00 00 0A 00 FE 00 6D 0E 41 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:04.123,EC:69:0B:19:32:8E,67,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E6 18 00 00 0A 00 08 01 85 0E 51 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:05.125,EC:69:0B:19:32:8E,68,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E8 18 00 00 0A 00 26 01 78 0E 40 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:06.138,EC:69:0B:19:32:8E,69,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF E9 18 00 00 0A 00 26 01 2F 0E 3E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:07.138,EC:69:0B:19:32:8E,70,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF EA 18 00 00 0A 00 26 01 17 0E 5B 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:09.142,EC:69:0B:19:32:8E,71,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF EC 18 00 00 0A 00 26 01 31 0E 48 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:10.158,EC:69:0B:19:32:8E,72,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF ED 18 00 00 0A 00 26 01 54 0E 3E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:11.171,EC:69:0B:19:32:8E,73,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF EE 18 00 00 0A 00 26 01 1B 0E 24 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:12.177,EC:69:0B:19:32:8E,74,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF EF 18 00 00 0A 00 26 01 1E 0E 26 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:13.174,EC:69:0B:19:32:8E,75,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF F0 18 00 00 0A 00 27 01 20 0E 22 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:15.186,EC:69:0B:19:32:8E,76,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF F2 18 00 00 0A 00 26 01 40 0E 49 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:17.194,EC:69:0B:19:32:8E,77,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF F4 18 00 00 0A 00 26 01 5C 0E 47 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:18.208,EC:69:0B:19:32:8E,78,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF F5 18 00 00 0A 00 27 01 66 0E 44 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:19.208,EC:69:0B:19:32:8E,79,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF F6 18 00 00 0A 00 25 01 50 0E 44 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:20.224,EC:69:0B:19:32:8E,80,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF F7 18 00 00 0A 00 26 01 9A 0E 25 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:21.224,EC:69:0B:19:32:8E,81,-63,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF F8 18 00 00 0A 00 26 01 72 0E 45 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:23.228,EC:69:0B:19:32:8E,82,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF FA 18 00 00 0A 00 26 01 3C 0E 7B 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:25.241,EC:69:0B:19:32:8E,83,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF FC 18 00 00 0A 00 26 01 7D 0D 90 01 00 00 00 00 00 00 00 00"
2025-11-17 17:45:26.271,EC:69:0B:19:32:8E,84,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF FD 18 00 00 0A 00 26 01 27 0E 70 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:27.274,EC:69:0B:19:32:8E,85,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF FE 18 00 00 0A 00 26 01 4B 0E 8E 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:28.274,EC:69:0B:19:32:8E,86,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF FF 18 00 00 0A 00 26 01 74 0C DD 01 00 00 00 00 00 00 00 00"
2025-11-17 17:45:30.276,EC:69:0B:19:32:8E,87,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 01 19 00 00 0A 00 26 01 3C 0D E8 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:31.291,EC:69:0B:19:32:8E,88,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 02 19 00 00 0A 00 26 01 85 0E A4 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:32.292,EC:69:0B:19:32:8E,89,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 03 19 00 00 0A 00 27 01 15 0E C2 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:33.306,EC:69:0B:19:32:8E,90,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 04 19 00 00 0A 00 26 01 51 0E B1 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:34.307,EC:69:0B:19:32:8E,91,-66,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 05 19 00 00 0A 00 26 01 EC 09 0F 05 00 00 00 00 00 00 00 00"
2025-11-17 17:45:35.306,EC:69:0B:19:32:8E,92,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 06 19 00 00 0A 00 26 01 44 04 AD 01 00 00 00 00 00 00 00 00"
2025-11-17 17:45:37.306,EC:69:0B:19:32:8E,93,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 08 19 00 00 0A 00 26 01 6A 03 09 02 00 00 00 00 00 00 00 00"
2025-11-17 17:45:38.324,EC:69:0B:19:32:8E,94,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 09 19 00 00 0A 00 26 01 C0 02 1E 01 00 00 00 00 00 00 00 00"
2025-11-17 17:45:39.326,EC:69:0B:19:32:8E,95,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 0A 19 00 00 0A 00 26 01 73 04 4B 01 00 00 00 00 00 00 00 00"
2025-11-17 17:45:40.325,EC:69:0B:19:32:8E,96,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 0B 19 00 00 0A 00 26 01 DC 0D C5 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:41.340,EC:69:0B:19:32:8E,97,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 0C 19 00 00 0A 00 26 01 DE 0D 5A 00 00 00 00 00 00 00 00 00"
2025-11-17 17:45:42.341,EC:69:0B:19:32:8E,98,-64,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 0D 19 00 00 0A 00 26 01 03 0D 9E 02 00 00 00 00 00 00 00 00"
2025-11-17 17:45:43.339,EC:69:0B:19:32:8E,99,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 0E 19 00 00 0A 00 26 01 B3 0C FC 01 00 00 00 00 00 00 00 00"
