Timestamp,MAC_Address,Frame_Number,RSSI,Data_Size,Raw_Hex_Data,frame_count,Temps (s),frame_type,vbat,mean_mag_z,sd_mag_z,mean_acc,sd_acc,max_acc,mean_mag_z_T,sd_mag_z_T,mean_acc_ms2,sd_acc_ms2,max_acc_ms2,flow_state,is_attached,lost_frames
2025-11-17 18:04:41.924,EC:69:0B:19:32:8E,64,-70,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 80 1D 00 00 0A 00 26 01 FD 0E AB 00 00 00 00 00 00 00 00 00,7552,69,10,2.94,3837,171,0,0,0,3.837,0.171,0,0,0,3837,True,0
2025-11-17 18:04:42.938,EC:69:0B:19:32:8E,65,-69,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 81 1D 00 00 0A 00 27 01 15 0F 49 00 00 00 00 00 00 00 00 00,7553,70,10,2.95,3861,73,0,0,0,3.861,0.073,0,0,0,3861,True,0
2025-11-17 18:04:43.939,EC:69:0B:19:32:8E,66,-67,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 82 1D 00 00 0A 00 26 01 31 0F 51 00 00 00 00 00 00 00 00 00,7554,71,10,2.94,3889,81,0,0,0,3.889,0.081,0,0,0,3889,True,0
2025-11-17 18:04:44.938,EC:69:0B:19:32:8E,67,-72,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 83 1D 00 00 0A 00 26 01 A5 0E F1 00 00 00 00 00 00 00 00 00,7555,72,10,2.94,3749,241,0,0,0,3.749,0.241,0,0,0,3749,True,0
2025-11-17 18:04:45.939,EC:69:0B:19:32:8E,68,-70,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 84 1D 00 00 0A 00 26 01 4C 0E 61 01 00 00 00 00 00 00 00 00,7556,73,10,2.94,3660,353,0,0,0,3.66,0.353,0,0,0,3660,True,0
2025-11-17 18:04:47.948,EC:69:0B:19:32:8E,69,-69,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 86 1D 00 00 0A 00 26 01 39 0F 27 00 00 00 00 00 00 00 00 00,7558,75,10,2.94,3897,39,0,0,0,3.897,0.039,0,0,0,3897,True,1
2025-11-17 18:04:48.956,EC:69:0B:19:32:8E,70,-70,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 87 1D 00 00 0A 00 27 01 23 0F 42 00 00 00 00 00 00 00 00 00,7559,76,10,2.95,3875,66,0,0,0,3.875,0.066,0,0,0,3875,True,0
2025-11-17 18:04:49.954,EC:69:0B:19:32:8E,71,-74,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 88 1D 00 00 0A 00 27 01 2F 0F 3B 00 00 00 00 00 00 00 00 00,7560,77,10,2.95,3887,59,0,0,0,3.887,0.059,0,0,0,3887,True,0
2025-11-17 18:04:50.973,EC:69:0B:19:32:8E,72,-70,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 89 1D 00 00 0A 00 26 01 0D 0F A2 00 00 00 00 00 00 00 00 00,7561,78,10,2.94,3853,162,0,0,0,3.853,0.162,0,0,0,3853,True,0
2025-11-17 18:04:52.960,EC:69:0B:19:32:8E,73,-73,46,02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 8B 1D 00 00 0A 00 26 01 FE 0E 5E 00 00 00 00 00 00 00 00 00,7563,80,10,2.94,3838,94,0,0,0,3.838,0.094,0,0,0,3838,True,1
