Timestamp,MAC_Address,Frame_Number,RSSI,Data_Size,Raw_Hex_Data
2025-11-17 18:03:32.575,EC:69:0B:19:32:8E,1,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 3B 1D 00 00 0A 00 26 01 62 0F 57 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:33.578,EC:69:0B:19:32:8E,2,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 3C 1D 00 00 0A 00 27 01 40 0F 6A 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:34.579,EC:69:0B:19:32:8E,3,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 3D 1D 00 00 0A 00 27 01 43 0F 27 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:35.582,EC:69:0B:19:32:8E,4,-71,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 3E 1D 00 00 0A 00 26 01 4A 0F 39 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:36.592,EC:69:0B:19:32:8E,5,-78,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 3F 1D 00 00 0A 00 26 01 2C 0F 09 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:37.597,EC:69:0B:19:32:8E,6,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 40 1D 00 00 0A 00 26 01 F2 0E 95 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:39.609,EC:69:0B:19:32:8E,7,-77,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 42 1D 00 00 0A 00 26 01 A6 0E C9 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:41.635,EC:69:0B:19:32:8E,8,-76,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 44 1D 00 00 0A 00 26 01 12 0F FA 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:42.640,EC:69:0B:19:32:8E,9,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 45 1D 00 00 0A 00 26 01 7B 0F 3E 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:43.633,EC:69:0B:19:32:8E,10,-80,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 46 1D 00 00 0A 00 26 01 7B 0F 40 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:44.640,EC:69:0B:19:32:8E,11,-78,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 47 1D 00 00 0A 00 26 01 3B 0F 43 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:45.644,EC:69:0B:19:32:8E,12,-71,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 48 1D 00 00 0A 00 26 01 F9 0E EE 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:47.652,EC:69:0B:19:32:8E,13,-87,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 4A 1D 00 00 0A 00 26 01 0A 0F CE 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:49.665,EC:69:0B:19:32:8E,14,-65,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 4C 1D 00 00 0A 00 27 01 55 0F 3A 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:50.668,EC:69:0B:19:32:8E,15,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 4D 1D 00 00 0A 00 27 01 55 0F 36 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:51.671,EC:69:0B:19:32:8E,16,-73,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 4E 1D 00 00 0A 00 26 01 19 0F 60 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:52.675,EC:69:0B:19:32:8E,17,-79,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 4F 1D 00 00 0A 00 26 01 40 0F 2A 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:53.690,EC:69:0B:19:32:8E,18,-74,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 50 1D 00 00 0A 00 26 01 13 0F 81 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:54.691,EC:69:0B:19:32:8E,19,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 51 1D 00 00 0A 00 27 01 31 0F 38 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:55.691,EC:69:0B:19:32:8E,20,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 52 1D 00 00 0A 00 27 01 5A 0F 42 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:56.692,EC:69:0B:19:32:8E,21,-73,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 53 1D 00 00 0A 00 26 01 20 0F 4A 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:57.697,EC:69:0B:19:32:8E,22,-83,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 54 1D 00 00 0A 00 27 01 26 0F 4C 00 00 00 00 00 00 00 00 00"
2025-11-17 18:03:59.698,EC:69:0B:19:32:8E,23,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 56 1D 00 00 0A 00 27 01 49 0F 32 00 00 00 00 00 00 00 00 00"
2025-11-17 18:04:00.705,EC:69:0B:19:32:8E,24,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 57 1D 00 00 0A 00 27 01 49 0F 47 00 00 00 00 00 00 00 00 00"
2025-11-17 18:04:01.720,EC:69:0B:19:32:8E,25,-75,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 58 1D 00 00 0A 00 26 01 38 0F 2C 00 00 00 00 00 00 00 00 00"
2025-11-17 18:04:02.722,EC:69:0B:19:32:8E,26,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 59 1D 00 00 0A 00 26 01 14 0F 87 00 00 00 00 00 00 00 00 00"
2025-11-17 18:04:03.724,EC:69:0B:19:32:8E,27,-68,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 5A 1D 00 00 0A 00 26 01 64 0F 64 00 00 00 00 00 00 00 00 00"
2025-11-17 18:04:04.723,EC:69:0B:19:32:8E,28,-69,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 5B 1D 00 00 0A 00 26 01 62 0F 40 00 00 00 00 00 00 00 00 00"
2025-11-17 18:04:05.721,EC:69:0B:19:32:8E,29,-70,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 5C 1D 00 00 0A 00 27 01 55 0E BD 01 00 00 00 00 00 00 00 00"
2025-11-17 18:04:06.736,EC:69:0B:19:32:8E,30,-87,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 5D 1D 00 00 0A 00 26 01 10 0A 2C 05 00 00 00 00 00 00 00 00"
2025-11-17 18:04:07.738,EC:69:0B:19:32:8E,31,-67,46,"02 01 06 14 09 42 6C 61 64 65 53 45 4E 53 45 5F 65 54 54 5F 53 41 49 4C 15 FF 5E 1D 00 00 0A 00 26 01 61 07 34 05 00 00 00 00 00 00 00 00"
